day,time,clearing price (CNY/MWh)
2023/7/2,2:00,377.70630344089125
2023/7/2,2:15,380.23935205004847
2023/7/2,2:30,381.9113473356699
2023/7/2,2:45,386.79944460411957
2023/7/2,3:00,379.9127425288678
2023/7/2,3:15,384.0679141418623
2023/7/2,3:30,381.5449939463002
2023/7/2,3:45,377.0817791583535
2023/7/2,4:00,378.1189164216628
2023/7/2,4:15,360.6312314513328
2023/7/2,4:30,360.78289102309986
2023/7/2,4:45,370.0877256163642
2023/7/2,5:00,395.0601082262401
2023/7/2,5:15,390.99956508543323
2023/7/2,5:30,390.1462006830664
2023/7/2,5:45,385.33365983522526
2023/7/2,6:00,385.1472794263185
2023/7/2,6:15,392.33041396669
2023/7/2,6:30,381.26452486196524
2023/7/2,6:45,387.5907041008719
2023/7/2,7:00,346.69796546857464
2023/7/2,7:15,329.5893869796863
2023/7/2,7:30,323.8466064790213
2023/7/2,7:45,304.9849594862153
2023/7/2,8:00,283.26486436455076
2023/7/2,8:15,271.99685781954963
2023/7/2,8:30,253.54051254249276
2023/7/2,8:45,261.234243121789
2023/7/2,9:00,249.55919036354007
2023/7/2,9:15,245.41092642370413
2023/7/2,9:30,247.04893566485475
2023/7/2,9:45,248.2898154481947
2023/7/2,10:00,235.32603676633695
2023/7/2,10:15,236.82274181889292
2023/7/2,10:30,238.4699035418424
2023/7/2,10:45,253.71169734708337
2023/7/2,11:00,265.5617386723613
2023/7/2,11:15,267.2549208249558
2023/7/2,11:30,283.71300123676775
2023/7/2,11:45,280.4686930674648
2023/7/2,12:00,256.54210423328266
2023/7/2,12:15,231.6275957232142
2023/7/2,12:30,233.21443337065477
2023/7/2,12:45,249.119771246262
2023/7/2,13:00,259.93731390511726
2023/7/2,13:15,252.29018037585945
2023/7/2,13:30,258.6058437593625
2023/7/2,13:45,250.21407560376448
2023/7/2,14:00,281.9684391824731
2023/7/2,14:15,265.0441772039198
2023/7/2,14:30,272.3239723540777
2023/7/2,14:45,271.8706739713735
2023/7/2,15:00,318.57662315364666
2023/7/2,15:15,326.89441564488794
2023/7/2,15:30,334.1270577296373
2023/7/2,15:45,340.2371138919205
2023/7/2,16:00,409.0538460038885
2023/7/2,16:15,409.3641167670284
2023/7/2,16:30,429.6761384847626
2023/7/2,16:45,428.21832462821305
2023/7/2,17:00,455.8258129463011
2023/7/2,17:15,458.15726922302906
2023/7/2,17:30,459.6168950424467
2023/7/2,17:45,460.9615144590074
2023/7/2,18:00,467.0432248477218
2023/7/2,18:15,476.7648577433913
2023/7/2,18:30,477.06775400854815
2023/7/2,18:45,479.53342303965877
2023/7/2,19:00,480.4704686194593
2023/7/2,19:15,478.9400403284426
2023/7/2,19:30,475.32811638278235
2023/7/2,19:45,488.04251971336964
2023/7/2,20:00,487.70157467364714
2023/7/2,20:15,493.8906862467479
2023/7/2,20:30,526.9385172947707
2023/7/2,20:45,522.2159537831901
2023/7/2,21:00,524.3525273917185
2023/7/2,21:15,529.9185348390733
2023/7/2,21:30,526.483933209885
2023/7/2,21:45,523.7837212493367
2023/7/2,22:00,525.6183338849013
2023/7/2,22:15,543.8301533270898
2023/7/2,22:30,533.0056383247064
2023/7/2,22:45,521.8264057371545
2023/7/2,23:00,503.6251373555228
2023/7/2,23:15,496.2101513094148
2023/7/2,23:30,465.10398797412057
2023/7/2,23:45,458.63387722254953
2023/7/2,24:00:00,436.3679100611877
2023/7/3,0:15,433.2676349796897
2023/7/3,0:30,422.571908317378
2023/7/3,0:45,422.1543284431539
2023/7/3,1:00,418.424042855776
2023/7/3,1:15,424.1236061700445
2023/7/3,1:30,415.53671070298026
2023/7/3,1:45,403.3332363291866
2023/7/3,2:00,399.65490868849525
2023/7/3,2:15,385.30239915789605
2023/7/3,2:30,403.4604877241333
2023/7/3,2:45,404.4901343334039
2023/7/3,3:00,375.8204482375468
2023/7/3,3:15,382.0883491398868
2023/7/3,3:30,373.6223955709512
2023/7/3,3:45,378.1902465513465
2023/7/3,4:00,391.5533660566377
2023/7/3,4:15,402.1830771337828
2023/7/3,4:30,395.9467062344496
2023/7/3,4:45,396.8364728253987
2023/7/3,5:00,423.9460999635283
2023/7/3,5:15,438.3089687408892
2023/7/3,5:30,442.0657189801623
2023/7/3,5:45,439.00297827983695
2023/7/3,6:00,442.82024955422685
2023/7/3,6:15,444.22136811620516
2023/7/3,6:30,448.2056685799203
2023/7/3,6:45,442.3564078894319
2023/7/3,7:00,416.7051353685201
2023/7/3,7:15,423.9053851542126
2023/7/3,7:30,425.57851195997137
2023/7/3,7:45,430.4521905157269
2023/7/3,8:00,419.32374003782144
2023/7/3,8:15,379.21067464015374
2023/7/3,8:30,370.81759929774216
2023/7/3,8:45,363.7873308298583
2023/7/3,9:00,338.43790928881407
2023/7/3,9:15,336.73680514057236
2023/7/3,9:30,360.56956770442207
2023/7/3,9:45,356.8050362090399
2023/7/3,10:00,371.9955352766585
2023/7/3,10:15,364.72243773792167
2023/7/3,10:30,367.08597444812636
2023/7/3,10:45,370.09290013353313
2023/7/3,11:00,381.607548679355
2023/7/3,11:15,371.22724936489874
2023/7/3,11:30,372.33342795422107
2023/7/3,11:45,365.5484254294522
2023/7/3,12:00,337.2586507760399
2023/7/3,12:15,331.4388256860731
2023/7/3,12:30,334.94379584007436
2023/7/3,12:45,336.3049581660044
2023/7/3,13:00,344.84309985448397
2023/7/3,13:15,327.996865859553
2023/7/3,13:30,351.6872138497645
2023/7/3,13:45,353.0700079312734
2023/7/3,14:00,367.7321291474383
2023/7/3,14:15,350.11380255031975
2023/7/3,14:30,358.51257967425283
2023/7/3,14:45,363.6327782272597
2023/7/3,15:00,386.77066720540853
2023/7/3,15:15,399.3856406861199
2023/7/3,15:30,400.98013932948106
2023/7/3,15:45,408.58305052135313
2023/7/3,16:00,458.2129216406173
2023/7/3,16:15,458.038927011111
2023/7/3,16:30,457.4216816453162
2023/7/3,16:45,462.0635209683937
2023/7/3,17:00,484.8751567545467
2023/7/3,17:15,475.8867039619377
2023/7/3,17:30,476.5051160445898
2023/7/3,17:45,478.52378147306695
2023/7/3,18:00,507.35378828067513
2023/7/3,18:15,499.37740040775725
2023/7/3,18:30,496.5341930840822
2023/7/3,18:45,495.22844796564084
2023/7/3,19:00,493.394045680596
2023/7/3,19:15,492.72022756304165
2023/7/3,19:30,484.4782283662451
2023/7/3,19:45,493.9412040098282
2023/7/3,20:00,497.0494740975631
2023/7/3,20:15,495.46531133710187
2023/7/3,20:30,493.2763447250639
2023/7/3,20:45,492.7383417708048
2023/7/3,21:00,492.63105488370013
2023/7/3,21:15,487.835122230328
2023/7/3,21:30,475.0670710592816
2023/7/3,21:45,475.74203836847147
2023/7/3,22:00,470.7615466154831
2023/7/3,22:15,479.81409170606435
2023/7/3,22:30,510.51747230181644
2023/7/3,22:45,502.5220623764565
2023/7/3,23:00,498.9496684902958
2023/7/3,23:15,476.5987547218294
2023/7/3,23:30,466.52952822723927
2023/7/3,23:45,459.5383002224741
2023/7/3,24:00:00,422.73794394677367
2023/7/4,0:15,416.7105783234766
2023/7/4,0:30,400.83504610054996
2023/7/4,0:45,411.99216740619283
2023/7/4,1:00,416.4832627397214
2023/7/4,1:15,405.7557176962971
2023/7/4,1:30,403.7067137299526
2023/7/4,1:45,395.14051538020533
2023/7/4,2:00,392.983685776121
2023/7/4,2:15,376.75162207673543
2023/7/4,2:30,394.9669702809097
2023/7/4,2:45,403.76103869061797
2023/7/4,3:00,394.9158366156051
2023/7/4,3:15,391.97175018017236
2023/7/4,3:30,390.01509601657943
2023/7/4,3:45,388.5402555167171
2023/7/4,4:00,388.4132022988444
2023/7/4,4:15,363.3202961849274
2023/7/4,4:30,362.6321258856639
2023/7/4,4:45,348.72577000573443
2023/7/4,5:00,356.5475983087489
2023/7/4,5:15,363.46267891202365
2023/7/4,5:30,374.6982324367725
2023/7/4,5:45,370.4364308903838
2023/7/4,6:00,364.1478788845042
2023/7/4,6:15,360.12386311039376
2023/7/4,6:30,355.57307085178144
2023/7/4,6:45,350.4490065321155
2023/7/4,7:00,340.4258059060933
2023/7/4,7:15,341.8360248475922
2023/7/4,7:30,341.2646785127488
2023/7/4,7:45,350.04223375882964
2023/7/4,8:00,287.47381428163783
2023/7/4,8:15,288.9997795542628
2023/7/4,8:30,302.46720586371634
2023/7/4,8:45,301.4183638943414
2023/7/4,9:00,294.55982738943464
2023/7/4,9:15,286.27362987896413
2023/7/4,9:30,299.5036835544962
2023/7/4,9:45,293.2975462153505
2023/7/4,10:00,308.979557755647
2023/7/4,10:15,327.74559232130645
2023/7/4,10:30,312.5285370525826
2023/7/4,10:45,311.51791247019867
2023/7/4,11:00,314.775721605936
2023/7/4,11:15,305.2959289426885
2023/7/4,11:30,288.90709151973465
2023/7/4,11:45,287.92838440999736
2023/7/4,12:00,240.68296384332467
2023/7/4,12:15,235.1857204415659
2023/7/4,12:30,237.0542436829797
2023/7/4,12:45,236.3419285173418
2023/7/4,13:00,248.6434622664368
2023/7/4,13:15,252.57259843351963
2023/7/4,13:30,240.04773662128278
2023/7/4,13:45,260.1487472446659
2023/7/4,14:00,251.1258775295037
2023/7/4,14:15,255.177157462908
2023/7/4,14:30,247.71769941556732
2023/7/4,14:45,257.7389591268718
2023/7/4,15:00,275.65008158278334
2023/7/4,15:15,275.65004463619226
2023/7/4,15:30,275.4791887275789
2023/7/4,15:45,279.54516332511594
2023/7/4,16:00,327.3578921225083
2023/7/4,16:15,339.1639624556521
2023/7/4,16:30,355.1654760023958
2023/7/4,16:45,350.15658257696856
2023/7/4,17:00,383.82342651447493
2023/7/4,17:15,369.83175039217065
2023/7/4,17:30,381.9849272373286
2023/7/4,17:45,387.74329659205745
2023/7/4,18:00,400.13907397334145
2023/7/4,18:15,415.7373831593131
2023/7/4,18:30,420.30934895884104
2023/7/4,18:45,425.5044723670009
2023/7/4,19:00,421.85010057680313
2023/7/4,19:15,428.6183238806244
2023/7/4,19:30,431.10089894504057
2023/7/4,19:45,429.51475151558014
2023/7/4,20:00,417.39285795471216
2023/7/4,20:15,421.20538613321077
2023/7/4,20:30,418.95561540189067
2023/7/4,20:45,416.87311942881684
2023/7/4,21:00,413.6792156386373
2023/7/4,21:15,413.5130398064942
2023/7/4,21:30,425.5626015701258
2023/7/4,21:45,422.7976578808375
2023/7/4,22:00,424.9527028278895
2023/7/4,22:15,427.67574363539137
2023/7/4,22:30,417.60053365802173
2023/7/4,22:45,412.71189212964276
2023/7/4,23:00,372.9675459150577
2023/7/4,23:15,341.7139533737229
2023/7/4,23:30,346.18373482489466
2023/7/4,23:45,342.02965251670406
2023/7/4,24:00:00,342.53400436825854
2023/7/5,0:15,339.01159647709494
2023/7/5,0:30,322.9905708267724
2023/7/5,0:45,329.8737751632548
2023/7/5,1:00,319.84877425845207
2023/7/5,1:15,315.8247462873695
2023/7/5,1:30,313.3520005298568
2023/7/5,1:45,304.80433299105704
2023/7/5,2:00,313.5917196524029
2023/7/5,2:15,335.02154090946203
2023/7/5,2:30,327.7992842581366
2023/7/5,2:45,333.7433177700654
2023/7/5,3:00,337.57063567108105
2023/7/5,3:15,335.45665623566805
2023/7/5,3:30,338.51932195535653
2023/7/5,3:45,331.8430613264065
2023/7/5,4:00,306.4588498296316
2023/7/5,4:15,305.0341142453145
2023/7/5,4:30,306.8502218930809
2023/7/5,4:45,314.1100351398619
2023/7/5,5:00,338.1360355543398
2023/7/5,5:15,338.33269547497764
2023/7/5,5:30,351.1237826038011
2023/7/5,5:45,355.9679830844603
2023/7/5,6:00,335.2036794618742
2023/7/5,6:15,352.744280007066
2023/7/5,6:30,334.1427927173318
2023/7/5,6:45,337.8264680712083
2023/7/5,7:00,311.0153013349966
2023/7/5,7:15,314.3679141706754
2023/7/5,7:30,306.43501942413553
2023/7/5,7:45,303.90641222937614
2023/7/5,8:00,284.3284068495313
2023/7/5,8:15,272.27927669015855
2023/7/5,8:30,268.683826140183
2023/7/5,8:45,249.73679931066124
2023/7/5,9:00,224.07075565155012
2023/7/5,9:15,207.40002357614793
2023/7/5,9:30,205.71380757874346
2023/7/5,9:45,206.99340782515748
2023/7/5,10:00,175.1078438997341
2023/7/5,10:15,164.1005933448951
2023/7/5,10:30,177.30862066491386
2023/7/5,10:45,176.29177999055784
2023/7/5,11:00,178.0817870077157
2023/7/5,11:15,172.0732670915386
2023/7/5,11:30,123.53066633702507
2023/7/5,11:45,159.45309374247796
2023/7/5,12:00,114.75682100172862
2023/7/5,12:15,116.98501362619992
2023/7/5,12:30,119.26037673704715
2023/7/5,12:45,118.48037724810776
2023/7/5,13:00,118.36137088235198
2023/7/5,13:15,125.20965732047134
2023/7/5,13:30,125.22987343292395
2023/7/5,13:45,173.8951188054681
2023/7/5,14:00,218.64448542493156
2023/7/5,14:15,235.01441902390513
2023/7/5,14:30,233.37251998707836
2023/7/5,14:45,237.94447210868466
2023/7/5,15:00,255.26922392423418
2023/7/5,15:15,256.159943906178
2023/7/5,15:30,248.61860931503915
2023/7/5,15:45,273.8701151982457
2023/7/5,16:00,355.56423711275
2023/7/5,16:15,360.0754768538792
2023/7/5,16:30,370.6434136253741
2023/7/5,16:45,388.12190627317824
2023/7/5,17:00,426.4321557953168
2023/7/5,17:15,435.90857159366055
2023/7/5,17:30,446.7777677418743
2023/7/5,17:45,447.1717259909765
2023/7/5,18:00,459.0984517885715
2023/7/5,18:15,463.6021655247411
2023/7/5,18:30,461.37310755439347
2023/7/5,18:45,464.5465787152393
2023/7/5,19:00,462.5192149405251
2023/7/5,19:15,458.9622016292591
2023/7/5,19:30,454.1096219735977
2023/7/5,19:45,458.2429772568316
2023/7/5,20:00,441.53537114631496
2023/7/5,20:15,445.5710942886321
2023/7/5,20:30,439.9139359604211
2023/7/5,20:45,443.40988695770704
2023/7/5,21:00,436.3403963398141
2023/7/5,21:15,427.680140901371
2023/7/5,21:30,435.3033378930734
2023/7/5,21:45,429.6912075896619
2023/7/5,22:00,458.62089065303496
2023/7/5,22:15,470.0481800876113
2023/7/5,22:30,458.73114825550175
2023/7/5,22:45,452.6186705223443
2023/7/5,23:00,423.7975499523356
2023/7/5,23:15,413.958539304328
2023/7/5,23:30,416.3769806877612
2023/7/5,23:45,403.55273941372667
2023/7/5,24:00:00,320.7630363552658
2023/7/6,0:15,313.3143733410134
2023/7/6,0:30,308.63626889414195
2023/7/6,0:45,310.16913267162187
2023/7/6,1:00,319.80078104496835
2023/7/6,1:15,326.16932234564547
2023/7/6,1:30,307.71068282805834
2023/7/6,1:45,311.9025902992354
2023/7/6,2:00,300.29005982802227
2023/7/6,2:15,303.8499033495616
2023/7/6,2:30,294.388450702957
2023/7/6,2:45,294.87822726226756
2023/7/6,3:00,297.3385943697002
2023/7/6,3:15,277.5042479665373
2023/7/6,3:30,261.2170811800008
2023/7/6,3:45,246.149473029164
2023/7/6,4:00,222.0983451024333
2023/7/6,4:15,288.80610593814487
2023/7/6,4:30,290.31570417788987
2023/7/6,4:45,296.28333313422854
2023/7/6,5:00,321.980260438997
2023/7/6,5:15,318.1381662564452
2023/7/6,5:30,330.38322704803386
2023/7/6,5:45,328.9107628904036
2023/7/6,6:00,324.43099639869286
2023/7/6,6:15,325.7257384902749
2023/7/6,6:30,305.3557006174381
2023/7/6,6:45,300.3006530733013
2023/7/6,7:00,295.11329398225234
2023/7/6,7:15,295.0897238055743
2023/7/6,7:30,299.83575273915113
2023/7/6,7:45,294.07174543682106
2023/7/6,8:00,241.7124096345901
2023/7/6,8:15,215.15368022657583
2023/7/6,8:30,215.06738097510797
2023/7/6,8:45,230.83408084995696
2023/7/6,9:00,233.75961168355002
2023/7/6,9:15,221.62711004292876
2023/7/6,9:30,224.26005443157635
2023/7/6,9:45,229.12928867386836
2023/7/6,10:00,218.5981327620792
2023/7/6,10:15,216.91128997252034
2023/7/6,10:30,238.263285929548
2023/7/6,10:45,241.31001908373855
2023/7/6,11:00,242.7435811706174
2023/7/6,11:15,240.96471689311136
2023/7/6,11:30,232.71208677768323
2023/7/6,11:45,232.50456732223597
2023/7/6,12:00,220.40759537078603
2023/7/6,12:15,224.4710535086933
2023/7/6,12:30,217.92201929211478
2023/7/6,12:45,204.75630903251576
2023/7/6,13:00,204.9942276443529
2023/7/6,13:15,235.82178978528427
2023/7/6,13:30,225.58635531919157
2023/7/6,13:45,244.24767624724075
2023/7/6,14:00,250.3945918514209
2023/7/6,14:15,239.3450988239886
2023/7/6,14:30,256.88144052083373
2023/7/6,14:45,256.9824128834792
2023/7/6,15:00,311.1295975926647
2023/7/6,15:15,347.7505504194771
2023/7/6,15:30,358.3988891990303
2023/7/6,15:45,355.3064866827839
2023/7/6,16:00,427.6118662215809
2023/7/6,16:15,441.402146291844
2023/7/6,16:30,429.0729411551075
2023/7/6,16:45,432.13574774120195
2023/7/6,17:00,448.84023639814893
2023/7/6,17:15,453.3018412948213
2023/7/6,17:30,451.0973669903257
2023/7/6,17:45,441.59345923231893
2023/7/6,18:00,453.54222832161435
2023/7/6,18:15,466.44683823677525
2023/7/6,18:30,456.1781420557452
2023/7/6,18:45,458.98135294188995
2023/7/6,19:00,455.6653564551811
2023/7/6,19:15,452.62519956201805
2023/7/6,19:30,482.58651517706346
2023/7/6,19:45,468.41534658448404
2023/7/6,20:00,461.99644355000873
2023/7/6,20:15,463.23146382677487
2023/7/6,20:30,453.9272807388454
2023/7/6,20:45,442.63084170098386
2023/7/6,21:00,436.095651103596
2023/7/6,21:15,449.310119628613
2023/7/6,21:30,463.98540524123416
2023/7/6,21:45,465.1218779754022
2023/7/6,22:00,472.65232841051557
2023/7/6,22:15,471.1783132497829
2023/7/6,22:30,462.1211558781506
2023/7/6,22:45,451.75158962866817
2023/7/6,23:00,437.2948173514375
2023/7/6,23:15,430.7117873414147
2023/7/6,23:30,419.35237190895185
2023/7/6,23:45,389.02656891154896
2023/7/6,24:00:00,383.1663665011036
2023/7/7,0:15,376.1075174945962
2023/7/7,0:30,359.4475443344024
2023/7/7,0:45,366.659694607227
2023/7/7,1:00,375.5013803013399
2023/7/7,1:15,372.1812145273291
2023/7/7,1:30,372.9742409457104
2023/7/7,1:45,375.09126270960644
2023/7/7,2:00,365.7989864828597
2023/7/7,2:15,366.5511390207964
2023/7/7,2:30,379.45155760808365
2023/7/7,2:45,377.78799032368227
2023/7/7,3:00,375.5431369078005
2023/7/7,3:15,362.25737748429754
2023/7/7,3:30,357.1312459377294
2023/7/7,3:45,358.6847468479324
2023/7/7,4:00,349.91610432595627
2023/7/7,4:15,365.0102833390971
2023/7/7,4:30,354.5680267834466
2023/7/7,4:45,375.8211711464358
2023/7/7,5:00,399.98225275839025
2023/7/7,5:15,391.44171776066275
2023/7/7,5:30,402.8506525427075
2023/7/7,5:45,404.87730812217757
2023/7/7,6:00,396.9855136758338
2023/7/7,6:15,392.44187247332866
2023/7/7,6:30,391.2044876597173
2023/7/7,6:45,381.1234389468406
2023/7/7,7:00,372.46375352162596
2023/7/7,7:15,356.63527088909797
2023/7/7,7:30,348.23971068762694
2023/7/7,7:45,338.4995024463383
2023/7/7,8:00,305.4821058296617
2023/7/7,8:15,280.24574747692793
2023/7/7,8:30,265.5608230940313
2023/7/7,8:45,290.75863407784686
2023/7/7,9:00,283.8904256513252
2023/7/7,9:15,272.27104137907685
2023/7/7,9:30,269.41075088359844
2023/7/7,9:45,264.5037739133596
2023/7/7,10:00,246.28951497579388
2023/7/7,10:15,259.8857957627437
2023/7/7,10:30,252.55862277604055
2023/7/7,10:45,261.1688487646205
2023/7/7,11:00,270.5095425264362
2023/7/7,11:15,274.3679851622626
2023/7/7,11:30,278.37671305826916
2023/7/7,11:45,284.86772213499614
2023/7/7,12:00,272.14985371845523
2023/7/7,12:15,248.88002371934246
2023/7/7,12:30,243.66258939446232
2023/7/7,12:45,255.3678200078341
2023/7/7,13:00,251.47756072374125
2023/7/7,13:15,255.79123255746845
2023/7/7,13:30,274.5453644680689
2023/7/7,13:45,278.0605888143858
2023/7/7,14:00,286.422274117543
2023/7/7,14:15,296.08706474690746
2023/7/7,14:30,306.9519492276971
2023/7/7,14:45,300.5867729748706
2023/7/7,15:00,349.33261725269597
2023/7/7,15:15,358.0420856598901
2023/7/7,15:30,361.89922118848745
2023/7/7,15:45,377.9131725518838
2023/7/7,16:00,454.49601763699496
2023/7/7,16:15,442.2827678076878
2023/7/7,16:30,442.67316832507555
2023/7/7,16:45,453.5822390056496
2023/7/7,17:00,502.03724185499874
2023/7/7,17:15,497.4894917256525
2023/7/7,17:30,508.613654630853
2023/7/7,17:45,503.8821953861321
2023/7/7,18:00,523.0708034272876
2023/7/7,18:15,526.5414445899
2023/7/7,18:30,528.9184958922165
2023/7/7,18:45,539.1101582656815
2023/7/7,19:00,519.912655638454
2023/7/7,19:15,530.8898037808651
2023/7/7,19:30,535.6668420746207
2023/7/7,19:45,543.4479122585543
2023/7/7,20:00,532.382717778864
2023/7/7,20:15,554.6196845237571
2023/7/7,20:30,557.6558224488488
2023/7/7,20:45,549.491358898803
2023/7/7,21:00,536.8078644696559
2023/7/7,21:15,517.1964051318088
2023/7/7,21:30,515.440925741768
2023/7/7,21:45,520.0879033841586
2023/7/7,22:00,518.1541592468116
2023/7/7,22:15,504.44869688854703
2023/7/7,22:30,506.58787847095886
2023/7/7,22:45,497.2597683810904
2023/7/7,23:00,496.1635706775838
2023/7/7,23:15,491.6271022372757
2023/7/7,23:30,465.63893162796404
2023/7/7,23:45,472.3974438888453
2023/7/7,24:00:00,443.5590249157444
2023/7/8,0:15,439.1565770898714
2023/7/8,0:30,429.88948710703835
2023/7/8,0:45,441.3031433954054
2023/7/8,1:00,434.9616551609726
2023/7/8,1:15,437.60158280874305
2023/7/8,1:30,436.09173746502364
2023/7/8,1:45,428.1153720113053
2023/7/8,2:00,419.47035098075526
2023/7/8,2:15,431.8180226812269
2023/7/8,2:30,433.64374900462883
2023/7/8,2:45,433.34593407664175
2023/7/8,3:00,413.65261510672207
2023/7/8,3:15,399.8361152613623
2023/7/8,3:30,385.15697092308835
2023/7/8,3:45,365.6908290344972
2023/7/8,4:00,381.4355867767455
2023/7/8,4:15,393.8461963390224
2023/7/8,4:30,388.09252310022015
2023/7/8,4:45,387.9097176372036
2023/7/8,5:00,398.0902107521416
2023/7/8,5:15,413.8797247181818
2023/7/8,5:30,429.33504115824167
2023/7/8,5:45,401.12420932345685
2023/7/8,6:00,402.724517155068
2023/7/8,6:15,402.2117696736248
2023/7/8,6:30,408.814742108006
2023/7/8,6:45,397.46738589840476
2023/7/8,7:00,360.56669214119387
2023/7/8,7:15,351.0941852675827
2023/7/8,7:30,343.68515680200335
2023/7/8,7:45,337.22261745337
2023/7/8,8:00,309.58413478274554
2023/7/8,8:15,312.2006872258284
2023/7/8,8:30,322.80761759580605
2023/7/8,8:45,319.65614979502976
2023/7/8,9:00,292.9492765746954
2023/7/8,9:15,276.94273388550437
2023/7/8,9:30,271.29867155363024
2023/7/8,9:45,302.851336560457
2023/7/8,10:00,327.27975121754343
2023/7/8,10:15,321.0360465260992
2023/7/8,10:30,332.08012445496144
2023/7/8,10:45,331.7071381973392
2023/7/8,11:00,342.96484627656184
2023/7/8,11:15,343.8629215481265
2023/7/8,11:30,344.3159195515586
2023/7/8,11:45,342.85746591424936
2023/7/8,12:00,330.18278177155196
2023/7/8,12:15,309.5389276930977
2023/7/8,12:30,333.66479741295285
2023/7/8,12:45,341.351907482237
2023/7/8,13:00,361.38751249107946
2023/7/8,13:15,349.9430143809604
2023/7/8,13:30,359.88019996688985
2023/7/8,13:45,359.1669122930326
2023/7/8,14:00,360.6689527507902
2023/7/8,14:15,363.80879851631465
2023/7/8,14:30,364.03079569536646
2023/7/8,14:45,367.95873885784204
2023/7/8,15:00,413.30651943358674
2023/7/8,15:15,405.7673200100433
2023/7/8,15:30,408.59161513979086
2023/7/8,15:45,396.0598730578629
2023/7/8,16:00,451.0911192145447
